2016-07-01 16:45:51.8381 | DEBUG | Preloaded all referenced assemblies with System.Web.Compilation.BuildManager.GetReferencedAssemblies() | 
2016-07-01 16:46:31.5700 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'QK.QAPP.SalesCenter.GlimpseSecurityPolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:46:31.5890 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:46:31.5890 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:46:31.8561 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:46:31.8561 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:46:31.8561 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:48:11.1325 | INFO | Replaced IView of type 'System.Web.Mvc.RazorView', named 'GlobalConfigEdit', with proxy implementation. | 
2016-07-01 16:48:14.5756 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'QK.QAPP.SalesCenter.GlimpseSecurityPolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5766 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5826 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5826 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5826 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5826 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5826 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:14.5826 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:48:23.2508 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:50:13.4137 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:50:28.2871 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:50:44.9185 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'QK.QAPP.SalesCenter.GlimpseSecurityPolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:45.5306 | INFO | Replaced IView of type 'System.Web.Mvc.RazorView', named 'GlobalConfigList', with proxy implementation. | 
2016-07-01 16:50:45.5606 | INFO | Replaced IView of type 'System.Web.Mvc.RazorView', named 'UserMessagePartial', with proxy implementation. | 
2016-07-01 16:50:45.5806 | INFO | Replaced IView of type 'System.Web.Mvc.RazorView', named 'NavigationPartial', with proxy implementation. | 
2016-07-01 16:50:56.6959 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'QK.QAPP.SalesCenter.GlimpseSecurityPolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7259 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:50:56.7259 | ERROR | Exception calling subscriber with message of type 'Glimpse.Ado.Message.CommandExecutedMessage'. | System.ArgumentNullException--值不能为 null。
参数名: httpContext--   在 System.Web.HttpContextWrapper..ctor(HttpContext httpContext)
   在 Glimpse.AspNet.AspNetFrameworkProvider.TryGetOrCaptureLogicalContext()
   在 Glimpse.AspNet.AspNetFrameworkProvider.get_HttpRequestStore()
   在 Glimpse.Core.Framework.GlimpseRuntime.GetTabStore(String tabName)
   在 Glimpse.Core.Framework.GlimpseRuntime.<>c__DisplayClass12.<Initialize>b__9()
   在 Glimpse.Core.Extensibility.TabSetupContext.GetTabStore()
   在 Glimpse.Core.Extensions.TabContextExtensions.PersistMessage[T](T message, ITabSetupContext context)
   在 Glimpse.Core.Extensions.TabContextExtensions.<>c__DisplayClass1`1.<PersistMessages>b__0(T message)
   在 Glimpse.Core.Extensibility.Subscriber`1.Execute(Object message)
   在 Glimpse.Core.Extensibility.MessageBroker.Publish[T](T message)
2016-07-01 16:50:56.7259 | ERROR | Exception calling subscriber with message of type 'Glimpse.Ado.Message.CommandExecutedMessage'. | System.ArgumentNullException--值不能为 null。
参数名: httpContext--   在 System.Web.HttpContextWrapper..ctor(HttpContext httpContext)
   在 Glimpse.AspNet.AspNetFrameworkProvider.TryGetOrCaptureLogicalContext()
   在 Glimpse.AspNet.AspNetFrameworkProvider.get_HttpRequestStore()
   在 Glimpse.Core.Framework.GlimpseRuntime.GetTabStore(String tabName)
   在 Glimpse.Core.Framework.GlimpseRuntime.<>c__DisplayClass15.<Initialize>b__c()
   在 Glimpse.Core.Extensibility.TabSetupContext.GetTabStore()
   在 Glimpse.Core.Extensions.TabContextExtensions.PersistMessage[T](T message, ITabSetupContext context)
   在 Glimpse.Core.Extensions.TabContextExtensions.<>c__DisplayClass1`1.<PersistMessages>b__0(T message)
   在 Glimpse.Core.Extensibility.Subscriber`1.Execute(Object message)
   在 Glimpse.Core.Extensibility.MessageBroker.Publish[T](T message)
2016-07-01 16:50:56.7259 | ERROR | Exception calling subscriber with message of type 'Glimpse.Ado.Message.CommandRowCountMessage'. | System.ArgumentNullException--值不能为 null。
参数名: httpContext--   在 System.Web.HttpContextWrapper..ctor(HttpContext httpContext)
   在 Glimpse.AspNet.AspNetFrameworkProvider.TryGetOrCaptureLogicalContext()
   在 Glimpse.AspNet.AspNetFrameworkProvider.get_HttpRequestStore()
   在 Glimpse.Core.Framework.GlimpseRuntime.GetTabStore(String tabName)
   在 Glimpse.Core.Framework.GlimpseRuntime.<>c__DisplayClass12.<Initialize>b__9()
   在 Glimpse.Core.Extensibility.TabSetupContext.GetTabStore()
   在 Glimpse.Core.Extensions.TabContextExtensions.PersistMessage[T](T message, ITabSetupContext context)
   在 Glimpse.Core.Extensions.TabContextExtensions.<>c__DisplayClass1`1.<PersistMessages>b__0(T message)
   在 Glimpse.Core.Extensibility.Subscriber`1.Execute(Object message)
   在 Glimpse.Core.Extensibility.MessageBroker.Publish[T](T message)
2016-07-01 16:50:56.7259 | ERROR | Exception calling subscriber with message of type 'Glimpse.Ado.Message.CommandRowCountMessage'. | System.ArgumentNullException--值不能为 null。
参数名: httpContext--   在 System.Web.HttpContextWrapper..ctor(HttpContext httpContext)
   在 Glimpse.AspNet.AspNetFrameworkProvider.TryGetOrCaptureLogicalContext()
   在 Glimpse.AspNet.AspNetFrameworkProvider.get_HttpRequestStore()
   在 Glimpse.Core.Framework.GlimpseRuntime.GetTabStore(String tabName)
   在 Glimpse.Core.Framework.GlimpseRuntime.<>c__DisplayClass15.<Initialize>b__c()
   在 Glimpse.Core.Extensibility.TabSetupContext.GetTabStore()
   在 Glimpse.Core.Extensions.TabContextExtensions.PersistMessage[T](T message, ITabSetupContext context)
   在 Glimpse.Core.Extensions.TabContextExtensions.<>c__DisplayClass1`1.<PersistMessages>b__0(T message)
   在 Glimpse.Core.Extensibility.Subscriber`1.Execute(Object message)
   在 Glimpse.Core.Extensibility.MessageBroker.Publish[T](T message)
2016-07-01 16:50:56.7259 | ERROR | Exception calling subscriber with message of type 'Glimpse.Ado.Message.CommandExecutedMessage'. | System.ArgumentNullException--值不能为 null。
参数名: httpContext--   在 System.Web.HttpContextWrapper..ctor(HttpContext httpContext)
   在 Glimpse.AspNet.AspNetFrameworkProvider.TryGetOrCaptureLogicalContext()
   在 Glimpse.AspNet.AspNetFrameworkProvider.get_HttpRequestStore()
   在 Glimpse.Core.Framework.GlimpseRuntime.GetTabStore(String tabName)
   在 Glimpse.Core.Framework.GlimpseRuntime.<>c__DisplayClass12.<Initialize>b__9()
   在 Glimpse.Core.Extensibility.TabSetupContext.GetTabStore()
   在 Glimpse.Core.Extensions.TabContextExtensions.PersistMessage[T](T message, ITabSetupContext context)
   在 Glimpse.Core.Extensions.TabContextExtensions.<>c__DisplayClass1`1.<PersistMessages>b__0(T message)
   在 Glimpse.Core.Extensibility.Subscriber`1.Execute(Object message)
   在 Glimpse.Core.Extensibility.MessageBroker.Publish[T](T message)
2016-07-01 16:50:56.7259 | ERROR | Exception calling subscriber with message of type 'Glimpse.Ado.Message.CommandExecutedMessage'. | System.ArgumentNullException--值不能为 null。
参数名: httpContext--   在 System.Web.HttpContextWrapper..ctor(HttpContext httpContext)
   在 Glimpse.AspNet.AspNetFrameworkProvider.TryGetOrCaptureLogicalContext()
   在 Glimpse.AspNet.AspNetFrameworkProvider.get_HttpRequestStore()
   在 Glimpse.Core.Framework.GlimpseRuntime.GetTabStore(String tabName)
   在 Glimpse.Core.Framework.GlimpseRuntime.<>c__DisplayClass15.<Initialize>b__c()
   在 Glimpse.Core.Extensibility.TabSetupContext.GetTabStore()
   在 Glimpse.Core.Extensions.TabContextExtensions.PersistMessage[T](T message, ITabSetupContext context)
   在 Glimpse.Core.Extensions.TabContextExtensions.<>c__DisplayClass1`1.<PersistMessages>b__0(T message)
   在 Glimpse.Core.Extensibility.Subscriber`1.Execute(Object message)
   在 Glimpse.Core.Extensibility.MessageBroker.Publish[T](T message)
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7389 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.ContentTypePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.ContentTypePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7499 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.7919 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.8179 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.8179 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:56.8369 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.ContentTypePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:50:57.0669 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:50:57.3410 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:50:57.6070 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:50:57.6330 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:50:57.6330 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:51:11.1063 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'QK.QAPP.SalesCenter.GlimpseSecurityPolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:51:11.1063 | DEBUG | RuntimePolicy set to 'Off' by IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' during RuntimeEvent 'EndRequest'. | 
2016-07-01 16:52:48.6573 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:54:38.8245 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:55:57.6781 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:56:28.9988 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:58:19.1670 | DEBUG | RuntimePolicy set to 'ModifyResponseHeaders' by IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' during RuntimeEvent 'BeginRequest'. | 
2016-07-01 16:58:28.9652 | FATAL | AppDomain with Id: '2' and BaseDirectory: 'D:\SourceCode\Q-ApplicationLegacy\branches\QAPP_v4.6_20160603\QK.QAPP.SalesCenter\' has been unloaded. Any in memory data stores have been lost. Reason for shutdown: 关键目录的更改通知。;bin dir change or directory rename;HostingEnvironment initiated shutdown;关键目录的更改通知。;bin dir change or directory rename;关键目录的更改通知。;bin dir change or directory rename;HostingEnvironment 导致关闭 | 
2016-07-01 16:58:30.4204 | DEBUG | Preloaded all referenced assemblies with System.Web.Compilation.BuildManager.GetReferencedAssemblies() | 
2016-07-01 16:58:31.3304 | DEBUG | Discovering IClientScript's in 'C:\Windows\Microsoft.NET\Framework\v4.0.30319\Temporary ASP.NET Files\root\bb07f263\e24c5d76' and all sub directories. | 
2016-07-01 16:58:31.3404 | WARN | Failed to load type when getting types from assembly 'Microsoft.Practices.Unity, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35' | System.IO.FileNotFoundException--未能加载文件或程序集“Microsoft.Practices.ServiceLocation, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35”或它的某一个依赖项。系统找不到指定的文件。--
2016-07-01 16:58:31.3704 | DEBUG | Discovered IClientScript of type 'Glimpse.Core.ClientScript.Client' and added it to collection. | 
2016-07-01 16:58:31.3704 | DEBUG | Discovered IClientScript of type 'Glimpse.Core.ClientScript.Data' and added it to collection. | 
2016-07-01 16:58:31.3704 | DEBUG | Discovered IClientScript of type 'Glimpse.Core.ClientScript.Metadata' and added it to collection. | 
2016-07-01 16:58:31.3704 | DEBUG | Discovering IInspector's in 'C:\Windows\Microsoft.NET\Framework\v4.0.30319\Temporary ASP.NET Files\root\bb07f263\e24c5d76' and all sub directories. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IInspector of type 'Glimpse.Ado.Inspector.AdoInspector' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IInspector of type 'Glimpse.AspNet.Inspector.RoutesInspector' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IInspector of type 'Glimpse.Core.Inspector.TraceInspector' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IInspector of type 'Glimpse.EF.Inspector.EntityFrameworkInspector' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IInspector of type 'Glimpse.Mvc.Inspector.DependencyInjectionInspector' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IInspector of type 'Glimpse.Mvc.Inspector.ExecutionInspector' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IInspector of type 'Glimpse.Mvc.Inspector.ModelBinderInspector' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IInspector of type 'Glimpse.Mvc.Inspector.ViewEngineInspector' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovering IResource's in 'C:\Windows\Microsoft.NET\Framework\v4.0.30319\Temporary ASP.NET Files\root\bb07f263\e24c5d76' and all sub directories. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.AjaxResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.ClientResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.ConfigurationResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.ConfigurationScriptResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.ConfigurationStyleResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.HistoryResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.LogoResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.LogosResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.MetadataResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.PopupRedirectResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.PopupResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.RequestResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.SpriteResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered IResource of type 'Glimpse.Core.Resource.VersionCheckResource' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovering ISerializationConverter's in 'C:\Windows\Microsoft.NET\Framework\v4.0.30319\Temporary ASP.NET Files\root\bb07f263\e24c5d76' and all sub directories. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.AspNet.SerializationConverter.ConfigurationModelConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.AspNet.SerializationConverter.ConfigurationRoleManagerProviderSettingsModelConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.AspNet.SerializationConverter.EnvironmentModelConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.AspNet.SerializationConverter.ListOfRouteModelConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.AspNet.SerializationConverter.RequestModelConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.AspNet.SerializationConverter.SessionModelConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.CSharpTypeConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.DateTimeConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.EnumerableOfITimelineMessageConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.GlimpseMetadataConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.GlimpseRequestConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.GlimpseRequestHeadersConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.ListOfTraceMessageConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.MethodInfoConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.TabMetadataConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.TabResultConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.TimelineEventModelConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.TimeSpanConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.CultureConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.ListOfExecutionModelConverter' and added it to collection. | 
2016-07-01 16:58:31.3804 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.ListOfMetadataItemModelConverter' and added it to collection. | 
